piece;date;journal;compte;libelle;debit;credit;code_tva;tiers;reference
BQ202500318;17/07/2025;BQ;511100;Paiement FA202506-0080;;230,42;NA;F0016;FA202506-0080
VE202500285;17/07/2025;VE;401100;DOS SANTOS BESNARD SA - Prestation de services;16225,58;;NA;C0026;FV202507-0285
VE202500285;17/07/2025;VE;704000;Prestation de services;;13868,02;S17;C0026;FV202507-0285
VE202500285;17/07/2025;VE;461411;TVA collectee 17%;;2357,56;NA;C0026;FV202507-0285
AC202500040;18/07/2025;AC;606000;Acquisition intracommunautaire;6629,24;;AIC;F0020;FA202507-0040
AC202500040;18/07/2025;AC;421611;TVA deductible sur acquisition intracommunautaire;1126,97;;NA;F0020;FA202507-0040
AC202500040;18/07/2025;AC;461411;TVA due sur acquisition intracommunautaire;;1126,97;NA;F0020;FA202507-0040
AC202500040;18/07/2025;AC;441100;GRONDIN - Acquisition intracommunautaire;;6629,24;NA;F0020;FA202507-0040
AC202500106;18/07/2025;AC;612000;Entretien et reparations;1105,73;;A17;F0010;FA202507-0106
AC202500106;18/07/2025;AC;421611;TVA deductible 17%;187,97;;NA;F0010;FA202507-0106
AC202500106;18/07/2025;AC;441100;JACQUES S.A. - Entretien et reparations;;1293,70;NA;F0010;FA202507-0106
BQ202500283;18/07/2025;BQ;441100;ROCHE SARL - reglement;1142,58;;NA;F0009;FA202507-0041
BQ202500283;18/07/2025;BQ;511100;Paiement FA202507-0041;;1142,58;NA;F0009;FA202507-0041
BQ202500349;20/07/2025;BQ;441100;GRONDIN - reglement;2680,93;;NA;F0020;FA202505-0122
BQ202500349;20/07/2025;BQ;511100;Paiement FA202505-0122;;2680,93;NA;F0020;FA202505-0122
AC202500009;21/07/2025;AC;615999;Fournitures de bureau;334,24;;A17;F0012;FA202507-0009
AC202500009;21/07/2025;AC;421611;TVA deductible 17%;56,82;;NA;F0012;FA202507-0009
AC202500009;21/07/2025;AC;441100;GRÉGOIRE - Fournitures de bureau;;391,06;NA;F0012;FA202507-0009
AC202500220;21/07/2025;AC;606000;Acquisition intracommunautaire;6308,70;;AIC;F0004;FA202507-0220
AC202500220;21/07/2025;AC;421611;TVA deductible sur acquisition intracommunautaire;1072,48;;NA;F0004;FA202507-0220
AC202500220;21/07/2025;AC;461411;TVA due sur acquisition intracommunautaire;;1072,48;NA;F0004;FA202507-0220
AC202500220;21/07/2025;AC;441100;BOURDON S.A.R.L. - Acquisition intracommunautaire;;6308,70;NA;F0004;FA202507-0220
VE202500042;21/07/2025;VE;401100;DIAZ PETITJEAN ET FILS - Vente de marchandises - taux reduit;1363,85;;NA;C0017;FV202507-0042
VE202500042;21/07/2025;VE;702000;Vente de marchandises - taux reduit;;1262,82;S8;C0017;FV202507-0042
VE202500042;21/07/2025;VE;461413;TVA collectee 8%;;101,03;NA;C0017;FV202507-0042
VE202500085;21/07/2025;VE;401100;FISCHER - Prestation de services;955,68;;NA;C0021;FV202507-0085
VE202500085;21/07/2025;VE;704000;Prestation de services;;816,82;S17;C0021;FV202507-0085
VE202500085;21/07/2025;VE;461411;TVA collectee 17%;;138,86;NA;C0021;FV202507-0085
AC202500200;24/07/2025;AC;615000;Campagne de publicite;2188,16;;A17;F0005;FA202507-0200
AC202500200;24/07/2025;AC;421611;TVA deductible 17%;371,99;;NA;F0005;FA202507-0200
AC202500200;24/07/2025;AC;441100;ROY BOUVIER SARL - Campagne de publicite;;2560,15;NA;F0005;FA202507-0200
VE202500274;24/07/2025;VE;401100;REY - Prestation de services;1053,61;;NA;C0025;FV202507-0274
VE202500274;24/07/2025;VE;704000;Prestation de services;;900,52;S17;C0025;FV202507-0274
VE202500274;24/07/2025;VE;461411;TVA collectee 17%;;153,09;NA;C0025;FV202507-0274
AC202500125;25/07/2025;AC;616200;Frais de restaurant;75,14;;A3;F0002;FA202507-0125
AC202500125;25/07/2025;AC;421614;TVA deductible 3%;2,25;;NA;F0002;FA202507-0125
AC202500125;25/07/2025;AC;441100;ALVES - Frais de restaurant;;77,39;NA;F0002;FA202507-0125
AC202500188;25/07/2025;AC;606000;Achat de marchandises;13779,48;;A17;F0013;FA202507-0188
AC202500188;25/07/2025;AC;421611;TVA deductible 17%;2342,51;;NA;F0013;FA202507-0188
AC202500188;25/07/2025;AC;441100;FERRAND - Achat de marchandises;;16121,99;NA;F0013;FA202507-0188
BQ202500262;25/07/2025;BQ;441100;BOURDON S.A.R.L. - reglement;835,75;;NA;F0004;FA202505-0019
BQ202500262;25/07/2025;BQ;511100;Paiement FA202505-0019;;835,75;NA;F0004;FA202505-0019
BQ202500309;25/07/2025;BQ;441100;LACOMBE GUIBERT S.A. - reglement;4524,46;;NA;F0019;FA202506-0071
BQ202500309;25/07/2025;BQ;511100;Paiement FA202506-0071;;4524,46;NA;F0019;FA202506-0071
BQ202500338;25/07/2025;BQ;441100;FOUCHER - reglement;11098,13;;NA;F0018;FA202507-0109
BQ202500338;25/07/2025;BQ;511100;Paiement FA202507-0109;;11098,13;NA;F0018;FA202507-0109
OD202500007;25/07/2025;OD;621000;Salaires bruts 07/2025;21431,13;;NA;;PAIE-07
OD202500007;25/07/2025;OD;622000;Charges patronales 07/2025;2786,05;;NA;;PAIE-07
OD202500007;25/07/2025;OD;462000;Cotisations CCSS;;5464,94;NA;;PAIE-07
OD202500007;25/07/2025;OD;471000;Net a payer;;18752,24;NA;;PAIE-07
BQ202500399;27/07/2025;BQ;441100;GUIBERT S.A. - reglement;1754,62;;NA;F0011;FA202507-0186
BQ202500399;27/07/2025;BQ;511100;Paiement FA202507-0186;;1754,62;NA;F0011;FA202507-0186
AC202500136;28/07/2025;AC;606000;Achat de marchandises;11236,74;;A17;F0012;FA202507-0136
AC202500136;28/07/2025;AC;421611;TVA deductible 17%;1910,25;;NA;F0012;FA202507-0136
AC202500136;28/07/2025;AC;441100;GRÉGOIRE - Achat de marchandises;;13146,99;NA;F0012;FA202507-0136
BQ202500250;28/07/2025;BQ;441100;MARQUES - reglement;10771,17;;NA;F0001;FA202506-0003
BQ202500250;28/07/2025;BQ;511100;Paiement FA202506-0003;;10771,17;NA;F0001;FA202506-0003
BQ202500355;28/07/2025;BQ;441100;BOURDON S.A.R.L. - reglement;5742,34;;NA;F0004;FA202506-0129
BQ202500355;28/07/2025;BQ;511100;Paiement FA202506-0129;;5742,34;NA;F0004;FA202506-0129
BQ202500403;28/07/2025;BQ;441100;BOUSQUET - reglement;170,60;;NA;F0014;FA202506-0192
BQ202500403;28/07/2025;BQ;511100;Paiement FA202506-0192;;170,60;NA;F0014;FA202506-0192
BQ202500456;28/07/2025;BQ;618000;Frais de tenue de compte;39,65;;NA;;BQ-FRAIS-07
BQ202500456;28/07/2025;BQ;511100;Frais bancaires;;39,65;NA;;BQ-FRAIS-07
BQ202500457;28/07/2025;BQ;192100;Remboursement emprunt - capital;1600,00;;NA;;EMP-07
BQ202500457;28/07/2025;BQ;655000;Interets de l'emprunt;223,20;;NA;;EMP-07
BQ202500457;28/07/2025;BQ;511100;Echeance emprunt;;1823,20;NA;;EMP-07
BQ202500480;28/07/2025;BQ;471000;Virement des salaires;18752,24;;NA;;PAIE-07
BQ202500480;28/07/2025;BQ;511100;Virement des salaires;;18752,24;NA;;PAIE-07
BQ202500481;28/07/2025;BQ;462000;Paiement CCSS;5464,94;;NA;;CCSS-07
BQ202500481;28/07/2025;BQ;511100;Paiement CCSS;;5464,94;NA;;CCSS-07
AC202500079;29/07/2025;AC;607200;Electricite et gaz;1382,40;;A8;F0013;FA202507-0079
AC202500079;29/07/2025;AC;421613;TVA deductible 8%;110,59;;NA;F0013;FA202507-0079
AC202500079;29/07/2025;AC;441100;FERRAND - Electricite et gaz;;1492,99;NA;F0013;FA202507-0079
AC202500184;29/07/2025;AC;617000;Telecommunications;397,36;;A17;F0013;FA202507-0184
AC202500184;29/07/2025;AC;421611;TVA deductible 17%;67,55;;NA;F0013;FA202507-0184
AC202500184;29/07/2025;AC;441100;FERRAND - Telecommunications;;464,91;NA;F0013;FA202507-0184
BQ202500012;29/07/2025;BQ;511100;Encaissement FV202506-0016;9372,99;;NA;C0001;FV202506-0016
BQ202500012;29/07/2025;BQ;401100;ROUSSEL - reglement;;9372,99;NA;C0001;FV202506-0016
BQ202500282;29/07/2025;BQ;441100;GRONDIN - reglement;6629,24;;NA;F0020;FA202507-0040
BQ202500282;29/07/2025;BQ;511100;Paiement FA202507-0040;;6629,24;NA;F0020;FA202507-0040
BQ202500392;29/07/2025;BQ;441100;CHAUVEAU S.A. - reglement;376,79;;NA;F0017;FA202507-0177
BQ202500392;29/07/2025;BQ;511100;Paiement FA202507-0177;;376,79;NA;F0017;FA202507-0177
VE202500027;29/07/2025;VE;401100;DIAZ PETITJEAN ET FILS - Vente de marchandises - taux reduit;1365,34;;NA;C0017;FV202507-0027
VE202500027;29/07/2025;VE;702000;Vente de marchandises - taux reduit;;1264,20;S8;C0017;FV202507-0027
VE202500027;29/07/2025;VE;461413;TVA collectee 8%;;101,14;NA;C0017;FV202507-0027
VE202500054;29/07/2025;VE;401100;LECLERCQ S.A.S. - Prestation de services;4565,74;;NA;C0020;FV202507-0054
VE202500054;29/07/2025;VE;704000;Prestation de services;;3816,87;S17;C0020;FV202507-0054
VE202500054;29/07/2025;VE;461411;TVA collectee 17%;;648,87;NA;C0020;FV202507-0054
VE202500178;29/07/2025;VE;401100;BARTHELEMY S.A.S. - Vente de marchandises;4843,64;;NA;C0005;FV202507-0178
VE202500178;29/07/2025;VE;702000;Vente de marchandises;;4139,86;S17;C0005;FV202507-0178
VE202500178;29/07/2025;VE;461411;TVA collectee 17%;;703,78;NA;C0005;FV202507-0178
VE202500217;29/07/2025;VE;401100;ROUSSEL - Vente de marchandises;7601,34;;NA;C0001;FV202507-0217
VE202500217;29/07/2025;VE;702000;Vente de marchandises;;6496,87;S17;C0001;FV202507-0217
VE202500217;29/07/2025;VE;461411;TVA collectee 17%;;1104,47;NA;C0001;FV202507-0217
BQ202500336;30/07/2025;BQ;441100;FERRAND - reglement;5488,30;;NA;F0013;FA202506-0107
BQ202500336;30/07/2025;BQ;511100;Paiement FA202506-0107;;5488,30;NA;F0013;FA202506-0107
VE202500069;30/07/2025;VE;401100;FONTAINE LE ROUX SARL - Vente de marchandises;4216,12;;NA;C0006;FV202507-0069
VE202500069;30/07/2025;VE;702000;Vente de marchandises;;3603,52;S17;C0006;FV202507-0069
VE202500069;30/07/2025;VE;461411;TVA collectee 17%;;612,60;NA;C0006;FV202507-0069
VE202500175;30/07/2025;VE;401100;BOUVET - Vente de marchandises;14826,63;;NA;C0018;FV202507-0175
VE202500175;30/07/2025;VE;702000;Vente de marchandises;;12672,33;S17;C0018;FV202507-0175
VE202500175;30/07/2025;VE;461411;TVA collectee 17%;;2154,30;NA;C0018;FV202507-0175
AC202500030;31/07/2025;AC;607200;Electricite et gaz;560,35;;A8;F0001;FA202507-0030
AC202500030;31/07/2025;AC;421613;TVA deductible 8%;44,83;;NA;F0001;FA202507-0030
AC202500030;31/07/2025;AC;441100;MARQUES - Electricite et gaz;;605,18;NA;F0001;FA202507-0030
BQ202500229;31/07/2025;BQ;511100;Encaissement FV202507-0279;4401,53;;NA;C0015;FV202507-0279
BQ202500229;31/07/2025;BQ;401100;JACQUET - reglement;;4401,53;NA;C0015;FV202507-0279
OD202500025;31/07/2025;OD;461413;Solde TVA collectee 07/2025;202,17;;NA;;TVA-07
OD202500025;31/07/2025;OD;461411;Solde TVA collectee 07/2025;19162,94;;NA;;TVA-07
OD202500025;31/07/2025;OD;461414;Solde TVA collectee 07/2025;103,46;;NA;;TVA-07
OD202500025;31/07/2025;OD;421611;Solde TVA deductible 07/2025;;19219,70;NA;;TVA-07
OD202500025;31/07/2025;OD;421614;Solde TVA deductible 07/2025;;9,64;NA;;TVA-07
OD202500025;31/07/2025;OD;421613;Solde TVA deductible 07/2025;;814,48;NA;;TVA-07
OD202500025;31/07/2025;OD;421617;Credit de TVA 07/2025;575,25;;NA;;TVA-07
AC202500027;01/08/2025;AC;607200;Electricite et gaz;621,76;;A8;F0010;FA202508-0027
AC202500027;01/08/2025;AC;421613;TVA deductible 8%;49,74;;NA;F0010;FA202508-0027
AC202500027;01/08/2025;AC;441100;JACQUES S.A. - Electricite et gaz;;671,50;NA;F0010;FA202508-0027
BQ202500313;01/08/2025;BQ;441100;ROY BOUVIER SARL - reglement;6708,26;;NA;F0005;FA202507-0075
BQ202500313;01/08/2025;BQ;511100;Paiement FA202507-0075;;6708,26;NA;F0005;FA202507-0075
VE202500015;01/08/2025;VE;401100;JACQUET SARL - Prestation de services;9746,83;;NA;C0009;FV202508-0015
VE202500015;01/08/2025;VE;704000;Prestation de services;;8330,62;S17;C0009;FV202508-0015
VE202500015;01/08/2025;VE;461411;TVA collectee 17%;;1416,21;NA;C0009;FV202508-0015
BQ202500158;03/08/2025;BQ;511100;Encaissement FV202505-0182;2224,99;;NA;C0008;FV202505-0182
BQ202500158;03/08/2025;BQ;401100;BOUTIN DUMAS ET FILS - reglement;;2224,99;NA;C0008;FV202505-0182
BQ202500269;03/08/2025;BQ;441100;BOUSQUET - reglement;253,64;;NA;F0014;FA202507-0026
BQ202500269;03/08/2025;BQ;511100;Paiement FA202507-0026;;253,64;NA;F0014;FA202507-0026
BQ202500391;03/08/2025;BQ;441100;DUVAL - reglement;847,21;;NA;F0008;FA202506-0175
BQ202500391;03/08/2025;BQ;511100;Paiement FA202506-0175;;847,21;NA;F0008;FA202506-0175
BQ202500167;04/08/2025;BQ;511100;Encaissement FV202505-0193;2214,83;;NA;C0011;FV202505-0193
BQ202500167;04/08/2025;BQ;401100;CHEVALIER SARL - reglement;;2214,83;NA;C0011;FV202505-0193
AC202500115;05/08/2025;AC;607200;Electricite et gaz;846,60;;A8;F0015;FA202508-0115
AC202500115;05/08/2025;AC;421613;TVA deductible 8%;67,73;;NA;F0015;FA202508-0115
AC202500115;05/08/2025;AC;441100;LEGRAND BOURDON ET FILS - Electricite et gaz;;914,33;NA;F0015;FA202508-0115
AC202500120;05/08/2025;AC;611000;Loyer du mois;3200,00;;A0;F0004;FA202508-0120
AC202500120;05/08/2025;AC;441100;BOURDON S.A.R.L. - Loyer du mois;;3200,00;NA;F0004;FA202508-0120
AC202500162;05/08/2025;AC;616100;Transport sur achats;864,78;;A17;F0009;FA202508-0162
AC202500162;05/08/2025;AC;421611;TVA deductible 17%;147,01;;NA;F0009;FA202508-0162
AC202500162;05/08/2025;AC;441100;ROCHE SARL - Transport sur achats;;1011,79;NA;F0009;FA202508-0162
BQ202500310;05/08/2025;BQ;441100;GILLES CLERC SARL - reglement;470,95;;NA;F0006;FA202507-0072
BQ202500310;05/08/2025;BQ;511100;Paiement FA202507-0072;;470,95;NA;F0006;FA202507-0072
AC202500172;06/08/2025;AC;617000;Telecommunications;471,23;;A17;F0009;FA202508-0172
AC202500172;06/08/2025;AC;421611;TVA deductible 17%;80,11;;NA;F0009;FA202508-0172
AC202500172;06/08/2025;AC;441100;ROCHE SARL - Telecommunications;;551,34;NA;F0009;FA202508-0172
BQ202500255;06/08/2025;BQ;441100;JACQUES S.A. - reglement;14195,75;;NA;F0010;FA202507-0011
BQ202500255;06/08/2025;BQ;511100;Paiement FA202507-0011;;14195,75;NA;F0010;FA202507-0011
VE202500190;06/08/2025;VE;401100;JACQUET SARL - Prestation de services;392,64;;NA;C0009;FV202508-0190
VE202500190;06/08/2025;VE;704000;Prestation de services;;335,59;S17;C0009;FV202508-0190
VE202500190;06/08/2025;VE;461411;TVA collectee 17%;;57,05;NA;C0009;FV202508-0190
BQ202500094;07/08/2025;BQ;511100;Encaissement FV202505-0106;4389,02;;NA;C0024;FV202505-0106
BQ202500094;07/08/2025;BQ;401100;LESAGE - reglement;;4389,02;NA;C0024;FV202505-0106
BQ202500206;07/08/2025;BQ;511100;Encaissement FV202505-0252;9596,34;;NA;C0013;FV202505-0252
BQ202500206;07/08/2025;BQ;401100;AUGER - reglement;;9596,34;NA;C0013;FV202505-0252
BQ202500437;07/08/2025;BQ;441100;THIBAULT BOUCHET SARL - reglement;5818,83;;NA;F0003;FA202506-0241
BQ202500437;07/08/2025;BQ;511100;Paiement FA202506-0241;;5818,83;NA;F0003;FA202506-0241
VE202500028;07/08/2025;VE;401100;BOUTIN DUMAS ET FILS - Vente de marchandises - taux reduit;1040,17;;NA;C0008;FV202508-0028
VE202500028;07/08/2025;VE;702000;Vente de marchandises - taux reduit;;963,12;S8;C0008;FV202508-0028
VE202500028;07/08/2025;VE;461413;TVA collectee 8%;;77,05;NA;C0008;FV202508-0028
VE202500282;07/08/2025;VE;401100;JACQUET SARL - Vente de produits finis;14337,23;;NA;C0009;FV202508-0282
VE202500282;07/08/2025;VE;705000;Vente de produits finis;;12254,04;S17;C0009;FV202508-0282
VE202500282;07/08/2025;VE;461411;TVA collectee 17%;;2083,19;NA;C0009;FV202508-0282
AC202500230;08/08/2025;AC;616200;Frais de restaurant;152,41;;A3;F0001;FA202508-0230
AC202500230;08/08/2025;AC;421614;TVA deductible 3%;4,57;;NA;F0001;FA202508-0230
AC202500230;08/08/2025;AC;441100;MARQUES - Frais de restaurant;;156,98;NA;F0001;FA202508-0230
VE202500259;08/08/2025;VE;401100;DIAZ PETITJEAN ET FILS - Prestation de services;1911,23;;NA;C0017;FV202508-0259
VE202500259;08/08/2025;VE;704000;Prestation de services;;1633,53;S17;C0017;FV202508-0259
VE202500259;08/08/2025;VE;461411;TVA collectee 17%;;277,70;NA;C0017;FV202508-0259
AC202500049;11/08/2025;AC;611000;Loyer du mois;3200,00;;A0;F0008;FA202508-0049
AC202500049;11/08/2025;AC;441100;DUVAL - Loyer du mois;;3200,00;NA;F0008;FA202508-0049
AC202500104;11/08/2025;AC;606000;Acquisition intracommunautaire;7866,89;;AIC;F0013;FA202508-0104
AC202500104;11/08/2025;AC;421611;TVA deductible sur acquisition intracommunautaire;1337,37;;NA;F0013;FA202508-0104
AC202500104;11/08/2025;AC;461411;TVA due sur acquisition intracommunautaire;;1337,37;NA;F0013;FA202508-0104
AC202500104;11/08/2025;AC;441100;FERRAND - Acquisition intracommunautaire;;7866,89;NA;F0013;FA202508-0104
AC202500198;11/08/2025;AC;607200;Electricite et gaz;932,00;;A8;F0013;FA202508-0198
AC202500198;11/08/2025;AC;421613;TVA deductible 8%;74,56;;NA;F0013;FA202508-0198
AC202500198;11/08/2025;AC;441100;FERRAND - Electricite et gaz;;1006,56;NA;F0013;FA202508-0198
BQ202500181;11/08/2025;BQ;511100;Encaissement FV202507-0213;1874,14;;NA;C0025;FV202507-0213
BQ202500181;11/08/2025;BQ;401100;REY - reglement;;1874,14;NA;C0025;FV202507-0213
VE202500167;11/08/2025;VE;401100;REY - Vente de marchandises;1733,46;;NA;C0025;FV202508-0167
VE202500167;11/08/2025;VE;702000;Vente de marchandises;;1481,59;S17;C0025;FV202508-0167
VE202500167;11/08/2025;VE;461411;TVA collectee 17%;;251,87;NA;C0025;FV202508-0167
BQ202500210;12/08/2025;BQ;511100;Encaissement FV202506-0257;1170,29;;NA;C0023;FV202506-0257
BQ202500210;12/08/2025;BQ;401100;COLLET - reglement;;1170,29;NA;C0023;FV202506-0257
BQ202500443;12/08/2025;BQ;441100;GRÉGOIRE - reglement;9729,35;;NA;F0012;FA202507-0250
BQ202500443;12/08/2025;BQ;511100;Paiement FA202507-0250;;9729,35;NA;F0012;FA202507-0250
VE202500210;12/08/2025;VE;401100;COLLET - Vente de marchandises;7801,33;;NA;C0023;FV202508-0210
VE202500210;12/08/2025;VE;702000;Vente de marchandises;;6667,80;S17;C0023;FV202508-0210
VE202500210;12/08/2025;VE;461411;TVA collectee 17%;;1133,53;NA;C0023;FV202508-0210
AC202500133;13/08/2025;AC;607300;Carburant;426,47;;A17;F0004;FA202508-0133
AC202500133;13/08/2025;AC;421611;TVA deductible 17%;72,50;;NA;F0004;FA202508-0133
AC202500133;13/08/2025;AC;441100;BOURDON S.A.R.L. - Carburant;;498,97;NA;F0004;FA202508-0133
AC202500239;13/08/2025;AC;601000;Achat de matieres premieres;2272,71;;A17;F0020;FA202508-0239
AC202500239;13/08/2025;AC;421611;TVA deductible 17%;369,36;;NA;F0020;FA202508-0239
AC202500239;13/08/2025;AC;441100;GRONDIN - Achat de matieres premieres;;2542,07;NA;F0020;FA202508-0239
VE202500037;13/08/2025;VE;401100;ROUSSEL - Prestation de services;2978,63;;NA;C0001;FV202508-0037
VE202500037;13/08/2025;VE;704000;Prestation de services;;2545,84;S17;C0001;FV202508-0037
VE202500037;13/08/2025;VE;461411;TVA collectee 17%;;432,79;NA;C0001;FV202508-0037
VE202500170;13/08/2025;VE;401100;BONNIN SA - Vente de marchandises - taux reduit;908,04;;NA;C0014;FV202508-0170
VE202500170;13/08/2025;VE;702000;Vente de marchandises - taux reduit;;840,78;S8;C0014;FV202508-0170
VE202500170;13/08/2025;VE;461413;TVA collectee 8%;;67,26;NA;C0014;FV202508-0170
AC202500022;14/08/2025;AC;606000;Achat de marchandises;6321,27;;A17;F0016;FA202508-0022
AC202500022;14/08/2025;AC;421611;TVA deductible 17%;1074,62;;NA;F0016;FA202508-0022
AC202500022;14/08/2025;AC;441100;LAPORTE MULLER SA - Achat de marchandises;;7395,89;NA;F0016;FA202508-0022
BQ202500089;14/08/2025;BQ;511100;Encaissement FV202506-0100;4601,19;;NA;C0002;FV202506-0100
BQ202500089;14/08/2025;BQ;401100;JOLY S.A.R.L. - reglement;;4601,19;NA;C0002;FV202506-0100
BQ202500235;14/08/2025;BQ;511100;Encaissement FV202506-0287;11480,61;;NA;C0023;FV202506-0287
BQ202500235;14/08/2025;BQ;401100;COLLET - reglement;;11480,61;NA;C0023;FV202506-0287
BQ202500386;14/08/2025;BQ;441100;FOURNIER - reglement;924,79;;NA;F0021;FA202506-0168
BQ202500386;14/08/2025;BQ;511100;Paiement FA202506-0168;;924,79;NA;F0021;FA202506-0168
BQ202500400;15/08/2025;BQ;441100;FERRAND - reglement;16121,99;;NA;F0013;FA202507-0188
BQ202500400;15/08/2025;BQ;511100;Paiement FA202507-0188;;16121,99;NA;F0013;FA202507-0188
BQ202500098;16/08/2025;BQ;511100;Encaissement FV202507-0110;5106,68;;NA;C0024;FV202507-0110
BQ202500098;16/08/2025;BQ;401100;LESAGE - reglement;;5106,68;NA;C0024;FV202507-0110
BQ202500213;16/08/2025;BQ;511100;Encaissement FV202506-0261;655,01;;NA;C0001;FV202506-0261
BQ202500213;16/08/2025;BQ;401100;ROUSSEL - reglement;;655,01;NA;C0001;FV202506-0261
BQ202500348;16/08/2025;BQ;441100;FOUCHER - reglement;75,18;;NA;F0018;FA202506-0121
BQ202500348;16/08/2025;BQ;511100;Paiement FA202506-0121;;75,18;NA;F0018;FA202506-0121
BQ202500389;16/08/2025;BQ;441100;ROCHE SARL - reglement;551,34;;NA;F0009;FA202508-0172
BQ202500389;16/08/2025;BQ;511100;Paiement FA202508-0172;;551,34;NA;F0009;FA202508-0172
BQ202500059;17/08/2025;BQ;511100;Encaissement FV202507-0069;4216,12;;NA;C0006;FV202507-0069
BQ202500059;17/08/2025;BQ;401100;FONTAINE LE ROUX SARL - reglement;;4216,12;NA;C0006;FV202507-0069
BQ202500219;17/08/2025;BQ;511100;Encaissement FV202507-0267;1682,09;;NA;C0007;FV202507-0267
BQ202500219;17/08/2025;BQ;401100;BONNEAU - reglement;;1682,09;NA;C0007;FV202507-0267
BQ202500314;17/08/2025;BQ;441100;THIBAULT BOUCHET SARL - reglement;9633,93;;NA;F0003;FA202507-0076
BQ202500314;17/08/2025;BQ;511100;Paiement FA202507-0076;;9633,93;NA;F0003;FA202507-0076
BQ202500075;18/08/2025;BQ;511100;Encaissement FV202507-0085;495,68;;NA;C0021;FV202507-0085
BQ202500075;18/08/2025;BQ;401100;FISCHER - reglement;;495,68;NA;C0021;FV202507-0085
BQ202500214;18/08/2025;BQ;511100;Encaissement FV202507-0262;4076,72;;NA;C0019;FV202507-0262
BQ202500214;18/08/2025;BQ;401100;LOUIS PAYET S.A. - reglement;;4076,72;NA;C0019;FV202507-0262
VE202500092;18/08/2025;VE;401100;FISCHER - Prestation intracommunautaire;763,61;;NA;C0021;FV202508-0092
VE202500092;18/08/2025;VE;704000;Prestation intracommunautaire;;763,61;SIC;C0021;FV202508-0092
BQ202500397;19/08/2025;BQ;441100;FERRAND - reglement;464,91;;NA;F0013;FA202507-0184
BQ202500397;19/08/2025;BQ;511100;Paiement FA202507-0184;;464,91;NA;F0013;FA202507-0184
AC202500153;20/08/2025;AC;611000;Loyer du mois;3200,00;;A0;F0012;FA202508-0153
AC202500153;20/08/2025;AC;441100;GRÉGOIRE - Loyer du mois;;3200,00;NA;F0012;FA202508-0153
BQ202500080;20/08/2025;BQ;511100;Encaissement FV202507-0090;4246,95;;NA;C0004;FV202507-0090
BQ202500080;20/08/2025;BQ;401100;GIMENEZ S.A. - reglement;;4246,95;NA;C0004;FV202507-0090
BQ202500298;20/08/2025;BQ;441100;GRÉGOIRE - reglement;3152,60;;NA;F0012;FA202506-0060
BQ202500298;20/08/2025;BQ;511100;Paiement FA202506-0060;;3152,60;NA;F0012;FA202506-0060
VE202500029;20/08/2025;VE;401100;BOUVET - Vente de marchandises;19353,73;;NA;C0018;FV202508-0029
VE202500029;20/08/2025;VE;702000;Vente de marchandises;;16541,65;S17;C0018;FV202508-0029
VE202500029;20/08/2025;VE;461411;TVA collectee 17%;;2812,08;NA;C0018;FV202508-0029
AC202500083;21/08/2025;AC;607200;Electricite et gaz;1555,23;;A8;F0014;FA202508-0083
AC202500083;21/08/2025;AC;421613;TVA deductible 8%;124,42;;NA;F0014;FA202508-0083
AC202500083;21/08/2025;AC;441100;BOUSQUET - Electricite et gaz;;1679,65;NA;F0014;FA202508-0083
AC202500137;21/08/2025;AC;613000;Prime d'assurance;2289,55;;A0;F0015;FA202508-0137
AC202500137;21/08/2025;AC;441100;LEGRAND BOURDON ET FILS - Prime d'assurance;;2289,55;NA;F0015;FA202508-0137
AC202500231;21/08/2025;AC;611500;Charges locatives;679,28;;A17;F0020;FA202508-0231
AC202500231;21/08/2025;AC;421611;TVA deductible 17%;115,48;;NA;F0020;FA202508-0231
AC202500231;21/08/2025;AC;441100;GRONDIN - Charges locatives;;794,76;NA;F0020;FA202508-0231
BQ202500035;21/08/2025;BQ;511100;Encaissement FV202507-0042;1363,85;;NA;C0017;FV202507-0042
BQ202500035;21/08/2025;BQ;401100;DIAZ PETITJEAN ET FILS - reglement;;1363,85;NA;C0017;FV202507-0042
BQ202500183;21/08/2025;BQ;511100;Encaissement FV202507-0217;7601,34;;NA;C0001;FV202507-0217
BQ202500183;21/08/2025;BQ;401100;ROUSSEL - reglement;;7601,34;NA;C0001;FV202507-0217
VE202500021;21/08/2025;VE;401100;COLLET - Vente de marchandises - taux reduit;1285,87;;NA;C0023;FV202508-0021
VE202500021;21/08/2025;VE;702000;Vente de marchandises - taux reduit;;1190,62;S8;C0023;FV202508-0021
VE202500021;21/08/2025;VE;461413;TVA collectee 8%;;95,25;NA;C0023;FV202508-0021
AC202500004;22/08/2025;AC;607200;Electricite et gaz;1538,08;;A8;F0015;FA202508-0004
AC202500004;22/08/2025;AC;421613;TVA deductible 8%;123,05;;NA;F0015;FA202508-0004
AC202500004;22/08/2025;AC;441100;LEGRAND BOURDON ET FILS - Electricite et gaz;;1661,13;NA;F0015;FA202508-0004
AC202500157;22/08/2025;AC;606000;Achat de marchandises;4254,84;;A17;F0011;FA202508-0157
AC202500157;22/08/2025;AC;421611;TVA deductible 17%;723,32;;NA;F0011;FA202508-0157
AC202500157;22/08/2025;AC;441100;GUIBERT S.A. - Achat de marchandises;;4978,16;NA;F0011;FA202508-0157
